source_type,database_name,table_name,column_name,column_position,data_type,is_nullable,column_key
clickhouse,consolidated,perf-stats-bidder-finally,id_os,5,Int16,YES,
clickhouse,consolidated,perf-stats-bidder-finally,id_app,6,Int64,YES,
clickhouse,consolidated,perf-stats-bidder-finally,adunit,7,String,YES,PRI
clickhouse,consolidated,perf-stats-bidder-finally,bundle,8,String,YES,PRI
clickhouse,consolidated,perf-stats-bidder-finally,country,9,LowCardinality(String),YES,PRI
clickhouse,consolidated,perf-stats-bidder-finally,id_size,10,UInt16,YES,PRI
clickhouse,consolidated,perf-stats-bidder-finally,video,11,UInt16,YES,
clickhouse,consolidated,perf-stats-bidder-finally,video_type,12,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally,source,13,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally,perf_source,14,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally,id_network,15,UInt32,YES,
clickhouse,consolidated,perf-stats-bidder-finally,id_offer,16,UInt64,YES,PRI
clickhouse,consolidated,perf-stats-bidder-finally,offer_bundle,17,String,YES,
clickhouse,consolidated,perf-stats-bidder-finally,offer_type,18,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally,algo_incoming_traffic,19,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally,algo_tag_reqs,20,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally,algo_sprinkler,21,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally,algo_offer_selection,22,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally,requests,23,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally,deliveries,24,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally,impressions,25,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally,clicks,26,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally,installs,27,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally,conversions,28,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally,payable_events,29,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally,currency,30,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally,cost,31,"Decimal(20, 10)",YES,
clickhouse,consolidated,perf-stats-bidder-finally,revenue_gross,32,"Decimal(20, 10)",YES,
clickhouse,consolidated,perf-stats-bidder-finally,revenue_net,33,"Decimal(20, 10)",YES,
clickhouse,consolidated,perf-stats-bidder-finally,revenue_estimated,34,"Nullable(Decimal(20, 10))",YES,
clickhouse,consolidated,perf-stats-bidder-finally,user_revenue_share,35,"Decimal(5, 4)",YES,
clickhouse,consolidated,perf-stats-bidder-finally,user_revenue_fix,36,"Decimal(20, 10)",YES,
clickhouse,consolidated,perf-stats-bidder-finally,__deleted,37,String,YES,
clickhouse,consolidated,perf-stats-bidder-finally,updated_at,38,DateTime64(3),YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,date,1,Date,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,pk_hash,2,String,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,id_user,3,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,endpoint,4,String,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,id_os,5,Int16,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,id_app,6,Int64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,adunit,7,String,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,bundle,8,String,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,country,9,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,id_size,10,UInt16,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,video,11,UInt16,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,video_type,12,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,source,13,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,perf_source,14,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,id_network,15,UInt32,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,id_offer,16,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,offer_bundle,17,String,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,offer_type,18,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,algo_incoming_traffic,19,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,algo_tag_reqs,20,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,algo_sprinkler,21,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,algo_offer_selection,22,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,requests,23,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,deliveries,24,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,impressions,25,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,clicks,26,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,installs,27,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,conversions,28,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,payable_events,29,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,currency,30,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,cost,31,"Decimal(20, 10)",YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,revenue_gross,32,"Decimal(20, 10)",YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,revenue_net,33,"Decimal(20, 10)",YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,revenue_estimated,34,"Nullable(Decimal(20, 10))",YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,user_revenue_share,35,"Decimal(5, 4)",YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,user_revenue_fix,36,"Decimal(20, 10)",YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,__deleted,37,String,YES,
clickhouse,consolidated,perf-stats-bidder-finally-dist,updated_at,38,DateTime64(3),YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,date,1,Date,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,pk_hash,2,String,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,id_user,3,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,endpoint,4,String,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,id_os,5,UInt16,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,id_app,6,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,adunit,7,String,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,bundle,8,String,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,country,9,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,id_size,10,UInt16,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,video,11,UInt16,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,video_type,12,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,source,13,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,perf_source,14,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,id_network,15,UInt32,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,id_offer,16,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,offer_bundle,17,String,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,offer_type,18,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,algo_incoming_traffic,19,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,algo_tag_reqs,20,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,algo_sprinkler,21,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,algo_offer_selection,22,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,requests,23,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,deliveries,24,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,impressions,25,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,clicks,26,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,installs,27,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,conversions,28,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,payable_events,29,UInt64,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,currency,30,LowCardinality(String),YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,cost,31,"Decimal(20, 10)",YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,revenue_gross,32,"Decimal(20, 10)",YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,revenue_net,33,"Decimal(20, 10)",YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,revenue_estimated,34,"Nullable(Decimal(20, 10))",YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,user_revenue_share,35,"Decimal(5, 4)",YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,user_revenue_fix,36,"Decimal(20, 10)",YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,__deleted,37,String,YES,
clickhouse,consolidated,perf-stats-bidder-finally-mv,updated_at,38,DateTime64(3),YES,
clickhouse,consolidated,perf-stats-media-buy-finally,date,1,Date,YES,PRI
clickhouse,consolidated,perf-stats-media-buy-finally,id_user,2,UInt32,YES,
clickhouse,consolidated,perf-stats-media-buy-finally,publisher,3,String,YES,PRI
clickhouse,consolidated,perf-stats-media-buy-finally,supply_platform,4,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally,tracking_platform,5,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally,site_id,6,String,YES,PRI
clickhouse,consolidated,perf-stats-media-buy-finally,stats_source,7,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally,id_network,8,UInt64,YES,
clickhouse,consolidated,perf-stats-media-buy-finally,campaign_id,9,String,YES,PRI
clickhouse,consolidated,perf-stats-media-buy-finally,country,10,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally,event_name,11,Nullable(String),YES,
clickhouse,consolidated,perf-stats-media-buy-finally,revenue,12,"Decimal(10, 4)",YES,
clickhouse,consolidated,perf-stats-media-buy-finally,cost,13,"Decimal(10, 4)",YES,
clickhouse,consolidated,perf-stats-media-buy-finally,installs,14,UInt32,YES,
clickhouse,consolidated,perf-stats-media-buy-finally,event_count,15,UInt32,YES,
clickhouse,consolidated,perf-stats-media-buy-finally,__deleted,16,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally,updated_at,17,DateTime64(3),YES,
clickhouse,consolidated,perf-stats-media-buy-finally,city_hash,18,UInt64,YES,PRI
clickhouse,consolidated,perf-stats-media-buy-finally,id_am_demand,19,Nullable(UInt32),YES,
clickhouse,consolidated,perf-stats-media-buy-finally,id_am_supply,20,Nullable(UInt32),YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,date,1,Date,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,id_user,2,UInt32,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,publisher,3,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,supply_platform,4,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,tracking_platform,5,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,site_id,6,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,stats_source,7,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,id_network,8,UInt64,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,campaign_id,9,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,country,10,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,event_name,11,Nullable(String),YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,revenue,12,"Decimal(10, 4)",YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,cost,13,"Decimal(10, 4)",YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,installs,14,UInt32,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,event_count,15,UInt32,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,__deleted,16,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,updated_at,17,DateTime64(3),YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,city_hash,18,UInt64,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,id_am_demand,19,Nullable(UInt32),YES,
clickhouse,consolidated,perf-stats-media-buy-finally-dist,id_am_supply,20,Nullable(UInt32),YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,date,1,Date,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,id_user,2,UInt32,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,publisher,3,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,supply_platform,4,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,tracking_platform,5,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,site_id,6,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,stats_source,7,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,id_network,8,UInt64,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,campaign_id,9,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,country,10,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,event_name,11,Nullable(String),YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,revenue,12,"Decimal(10, 4)",YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,cost,13,"Decimal(10, 4)",YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,installs,14,UInt32,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,event_count,15,UInt32,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,__deleted,16,String,YES,
clickhouse,consolidated,perf-stats-media-buy-finally-mv,updated_at,17,DateTime64(3),YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,date,1,String,YES,PRI
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,endpoint,2,String,YES,PRI
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,id_user,3,Nullable(Int64),YES,PRI
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,adunit,4,String,YES,PRI
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,id_app,5,Nullable(Int64),YES,PRI
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,bundle,6,Nullable(String),YES,PRI
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,bundle_numerico,7,Nullable(Int64),YES,PRI
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,channel,8,Nullable(String),YES,PRI
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,id_os,9,Int64,YES,PRI
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,inventory_type,10,Nullable(String),YES,PRI
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,country,11,String,YES,PRI
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,id_size,12,Nullable(Int64),YES,PRI
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,ad_size,13,String,YES,PRI
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,json_data,14,Nullable(String),YES,PRI
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,json_qa,15,Nullable(String),YES,PRI
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,delivery_network,16,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,delivery_network_rejected_ad,17,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,delivery_winner,18,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,delivery_cache,19,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,delivery_cache_winner,20,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,total_time_response,21,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,total_time_response_with_ad_direct,22,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,total_time_response_with_ad_cache,23,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,impressions_total,24,"AggregateFunction(uniqCombined64, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,impressions_direct,25,"AggregateFunction(uniqCombined64, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,impressions_cache,26,"AggregateFunction(uniqCombined64, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,price_publisher_in_request,27,"AggregateFunction(groupUniqArray, Tuple(Int64, Float64))",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,price_publisher_from_dashboard,28,"AggregateFunction(groupUniqArray, Tuple(Int64, Float64))",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,price_publisher_request_used,29,"AggregateFunction(groupUniqArray, Tuple(Int64, Float64))",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,price_network_request,30,"AggregateFunction(groupUniqArray, Tuple(Int64, Float64))",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,price_network_response_gross_total,31,"AggregateFunction(groupUniqArray, Tuple(Int64, Float64))",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,price_network_response_net_total,32,"AggregateFunction(groupUniqArray, Tuple(Int64, Float64))",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,price_publisher_response_total,33,"AggregateFunction(groupUniqArray, Tuple(Int64, Float64))",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,price_network_response_gross_direct,34,"AggregateFunction(groupUniqArray, Tuple(Int64, Float64))",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,price_network_response_net_direct,35,"AggregateFunction(groupUniqArray, Tuple(Int64, Float64))",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,price_publisher_response_direct,36,"AggregateFunction(groupUniqArray, Tuple(Int64, Float64))",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,price_network_response_gross_cache,37,"AggregateFunction(groupUniqArray, Tuple(Int64, Float64))",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,price_network_response_net_cache,38,"AggregateFunction(groupUniqArray, Tuple(Int64, Float64))",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,price_publisher_response_cache,39,"AggregateFunction(groupUniqArray, Tuple(Int64, Float64))",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,v_quartiles_0,40,"AggregateFunction(uniqCombined64, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,v_quartiles_25,41,"AggregateFunction(uniqCombined64, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,v_quartiles_50,42,"AggregateFunction(uniqCombined64, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,v_quartiles_75,43,"AggregateFunction(uniqCombined64, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,v_quartiles_100,44,"AggregateFunction(uniqCombined64, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,clicks_total,45,"AggregateFunction(uniqCombined64, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,clicks_direct,46,"AggregateFunction(uniqCombined64, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate,clicks_cache,47,"AggregateFunction(uniqCombined64, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,date,1,String,YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,endpoint,2,String,YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,id_user,3,Nullable(Int64),YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,adunit,4,String,YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,id_app,5,Nullable(Int64),YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,bundle,6,Nullable(String),YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,bundle_numerico,7,Nullable(Int64),YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,channel,8,Nullable(String),YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,id_os,9,Int64,YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,inventory_type,10,Nullable(String),YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,country,11,String,YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,id_size,12,Nullable(Int64),YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,ad_size,13,String,YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,json_data,14,Nullable(String),YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,json_qa,15,Nullable(String),YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,delivery_network,16,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,delivery_network_rejected_ad,17,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,delivery_winner,18,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,delivery_cache,19,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,delivery_cache_winner,20,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,total_time_response,21,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,total_time_response_with_ad_direct,22,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-deliveries-mv,total_time_response_with_ad_cache,23,"AggregateFunction(sum, Int64)",YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-dist,date,1,String,YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-dist,endpoint,2,String,YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-dist,id_user,3,Nullable(Int64),YES,
clickhouse,consolidated,ssp-bidder-deals-stats-by-day-aggregate-dist,adunit,4,String,YES,
